text,cluster_id,true_label
"[indecipherable] . You're saying for company plant combination, like in California, 9WC whatever plan code, that could come to us, there's multiple CLLI sixes? Leave out the building?",-1,expressing confusion
"Not necessarily different CLLI sixes, but those CLLI sixes didn't have the state exchange codes.",89,providing technical clarification
Really?,-1,expressing emotion
Yeah.,1,noise
"These don't look like anything I've ever seen before, so Ken and I were talking about it, and...",-1,expressing uncertainty
41] [crosstalk],0,noise
"So, I'm scared to do anything on these, because I don't want there to be bad accounting data on there, but I also don't want them to fall out, either. Could I maybe take the most popular exchange code out of the...? That's kind of almost a quirky, [indecipherable] thing to do, and I feel like exactly like what Susan motioned to do, like I'm kind of throwing a dart.",-1,expressing concern about data integrity
"DJ, if I pull up 9WC0201, you're going to get a long list of company plants, different sub plants, and you're going to get some valid CLLI codes, and invalid ones. To me, an exchange boundary [indecipherable] like Marion, Ohio added one exchange, and then small little remotes off of Marion, it's the same exchange. I thought the exchange was a broader, defining area, so I was hoping.",-1,explaining data structure and domain concept confusion
49] It sounds like that didn't work. What did we do with the net pseudos?,-1,requesting clarification
"That was the lowly thing about net, is that each of the pseudos itself had the company code on there. In the net table itself, the CO profile table, there was that Infinium company code OAC in exchange field for each record.",-1,explaining a technical detail
That's because we went in and cleaned those up prior to passing the data to you.,-1,explaining completed work
"Which is going to be more difficult, and probably impossible to do in this case, because you could probably clean them up [indecipherable] extract 4, but then when we get the next extract, then there's going to be more stuff in there, potentially, that we haven't even considered. It would be nice if we had more broader swath.",-1,discussing data extraction challenges
"54] I like Jim's rules, that mindset of, if we had CLLI six, we could map it to an exchange that way. That was incredibly beneficial. It's just it's not fully working.",-1,discussing technical approach and its limitations
"Don't you all have to, or somebody have to map these CLLIs to Infinium?",40,asking for task assignment clarification
The pseudo ones?,14,asking for clarification
Yeah. Or do they not use the pseudos in Infinium?,-1,asking a clarifying question
"Like Ken said, in net we already clean them up, so yeah, we'll eventually have to map them to Infinium.",40,discussing data mapping plan
"No, I mean for Infinium to go live with this Verizon data in April, doesn't somebody have to map this stuff? I don't understand.",40,requesting clarification on task responsibility
They'll map it by...I'll check with the Infinium folks.,40,planning to consult with external team
"DJ, I know you haven't said this directly, but isn't some of the work that the IT department is going to be doing on this data before we get it, some of the work that they have to do so that Infinium will have their information on that, to the Verizon...?",41,seeking clarification about data processing responsibilities
18] [crosstalk],0,noise
"I said, I didn't finish my thought. Now remember, in Infinium, they don't even look at the CLLI code. [indecipherable] thing, so they're just looking at the company plant, sub plant, and going by the CO code and business unit. They're defining it that way. So, Infinium doesn't even look at these pseudo-CLLIs or CLLIs. Go ahead, DJ, I interrupted you to answer the other part.",40,explaining technical details
47] I just wanted to clarify.,46,seeking clarification
"No, that's good.",21,acknowledging completion
"Pulling it in [indecipherable] , it's like you said. This doesn't have anything to do with the CLLIs, but, you'd think there was something that we could match it up with.",39,expressing uncertainty
02] [crosstalk],0,noise
"Those three digits, let me send out another file, but, those three digits that have [indecipherable] from the very top, if you look at 225WC, the does WC stand for wire center? Or not?",-1,asking for clarification about terminology
She told me about...,-1,expressing incomplete information
"No, it was out in California. 9WC was the company code.",-1,providing background information
"Since the Infinium folks are going to have to deal with this, probably on the case-by-case basis as they encounter the new sub plants, I assume, could we put maybe a placeholder on these that we can't figure out and get them in that way? And then they could be dealt with on the case-by-case basis as they get encountered in LCAM? Is that a possibility?",-1,requesting a provisional solution for unresolved items
"That's a good question. Ken, we need to get with Sarah, I think, [indecipherable] she's got to go into Infinium anyway, and fixed assets, so we should be able to get those exchanges.",-1,planning collaboration with team members
[indecipherable] . The data that she sent to you...,90,noise
10] [crosstalk],0,noise
"So if that's true, then we could probably just come up with a pattern, like Drake said, of an exchange code. Because the exchange code helps me link back to that other file that DJ gave me that had that exhaustive list of LACs and company codes. I've had not a single problem matching up the exchange codes I've found back to that list, so I think that's perfect there.",-1,proposing a solution based on existing data
"50] The only thing that I would need to put in there would be a place holder for the exchange code, the company code, and the OAC. If we just came up with some sort of thing that, it's blatantly obvious to whoever's using that part of LCAM, goes, ""Oh, yeah, I know I need to do this when I come across this,"" then that would at least get [indecipherable] through this part to the next thing.",-1,requesting placeholder design guidance
"18] So, if that's OK with you guys, I'll just...we'll figure out what looks good based on the data that we've got and email that to you guys. You can either say, ""Yeah I like that,"" or ""No, I don't like that, go back, dummy and go try it again,"" and we'll try it again.",-1,proposing next steps and feedback process
"Yeah, sounds good.",-1,acknowledging agreement
"Jim, did you say you had two items on your list?",44,asking for confirmation
"Ken, are you OK with that? DJ.",12,requesting confirmation
"Yeah. That sounds like a good solution, short term, to me.",-1,expressing agreement
"I know it was a real current thing, just recently an email about the ship via for pseudos. I don't know what I had said.",91,expressing uncertainty
"It was quite a while ago, and to be honest, it could have been you that said it or somebody else. Neither here nor there. That's the next barrier I'm coming across, is I need to know whether or not the G team's ship-to code is indeed a valid ship-to code for those locations that are in the extract. If they are, I'll need those addresses. I really just don't know where to find them, if they are in the extract or not.",-1,requesting information about data validity and addresses
"54] If they're not, I need to strip those out, but we'd also need to know whether we can or can't ship a plug to one of those particular locations, and if something needs to go there, where it needs to be shipped to, via, to get there.",-1,clarifying shipping requirements and constraints
"24] I hesitate to pull NetLogic out, because it seems to me like it'd be a mess if it got into LCAM without a via location specified, and somebody tried to ship something directly to someplace in the middle of nowhere.",-1,expressing concern about code integration
"46] That seems like that would be a worse problem to clean up than the alternative, but I can do whatever you guys feel is the better of the two evils. If we can't get the ship-to's in time, that is. I know you're relying on somebody else to get us that information, I just...",-1,expressing concern about data availability and cleanup options
"I've got a call in to [indecipherable] . I guess I can call again. Everybody's busy who's on call. So Ken, if we didn't have a ship-to via on some of these, I think you're going to be...I don't even know what we would ship to those pseudos.",33,expressing uncertainty about shipping details
"We probably aren't shipping to them, but I'm not sure all the intricacies between [indecipherable] and G teams, and how G teams was handling that. I haven't looked at the G teams data, either. Brian, have you been looking at the G teams data?",-1,expressing uncertainty about project details
"I don't know where to find it, to be honest.",-1,expressing confusion
OK. [laughs],10,noise
"I saw the reference to it, and I'm not seeing any foreign key constraints to another table from the ice locations table, but I haven't looked...",-1,reporting a database schema observation
"Most of these didn't have constraints, I think. I think they had interfaces built between separate databases. ",-1,providing technical insight
"DJ, should I do some digging into G teams?",-1,requesting task assignment
"Let me ask somebody over at the Verizon land the question. That way, you don't have to waste your time if I can get some information.",41,seeking information from a third party
That would be of help. Thank you.,92,expressing gratitude
You're very welcome.,-1,expressing gratitude
"So, is the option on the via ship-to...Can that also just have a filler that would prompt others to react to it?",-1,requesting feature clarification
Can we just put a pseudo-pseudo...,14,requesting clarification
Pseudo-pseudo.,14,noise
13] [laughter],0,noise
"I'm starting to feel out of conception here, but a pseudo-pseudo CLLI, that we put as the via location for all of the ones that have a via location, and that can be the place holder, then go, ""Oh, I need to figure out where to ship this to,"" and we could have that as a dummy address, maybe? I don't know what that would look like, but, something.",-1,expressing confusion and proposing a placeholder solution
Would they all be the same? Pseudo-pseudo?,14,asking for clarification
"Yeah. Every G team ship code that we have, we would just map it to alpha.",-1,explaining deployment strategy
Ship unknown or something like that. Load base alpha [indecipherable] .,-1,noise
"Yeah, we can try that, Jim.",8,agreeing to try a suggestion
"What do you think, Ken? DJ?",12,requesting opinion
16] [crosstalk],0,noise
We can't find any real data that would at least get the records transferred in without fallout.,-1,reporting a data issue
"That'd be good, as long as there's something there and we know we've got to go back to it. [indecipherable] target. What we have for [indecipherable] logistics is [indecipherable] ship to [indecipherable] .",-1,noise
"Yeah. They should have those, right?",-1,expressing agreement
"Yeah. I need to get back with them. I haven't sent any replies. Plus, he didn't call me back.",-1,providing status update on communication
"That did bring me to another question. I can't find warehouses in the data at all, and I know that, Ken, we got feedback from you to look at the building type field that's there, and that was beneficial. We found the field locations, and may denote it as CS, which I assume is Central Stock. RDC Remote Distribution Center, and then I think an IDC is an Intermediate Distribution Center.",-1,asking for clarification on data fields
"30] The CSs, the HCSs, and I think the RDPs even, RDCs, and net we treated as forward stocking locations, and we had a static list of CLLIs that we knew to be warehouses. But I don't have a static list or anything like that for the Verizon ones.",-1,explaining current data handling approach
"58] I looked at non-working to working plug ratios, and I noticed that the central stock ones, or the building type designating them as central stock locations, had pretty much zero percent working plugs, which sounded to me like it could be either a warehouse or a forward stocking location.",-1,reporting an observation from data analysis
"29] But their FRCs were like 357C, so that didn't sound like a warehouse to me. I did find...",-1,providing technical observation
37] [crosstalk],0,noise
"Go ahead, I'm sorry.",42,expressing apology
"Well I know...To cut in there, I just found out not too long ago that Verizon changed their policy on reuse items. They are leaving the capital account. I just wanted to let you know that those 357Cs, that was reused stuff. [indecipherable] .",-1,providing project update about policy change
"I did find several locations that seemed to be where the primary account was, a 12, 20, 6, 10, which is the new, right? One of them was the RDC, which was in there, which looked like it was grapevine...Something like that.",-1,providing update on investigation
"27] But, there were also several other references to assets to locations that seemed to be where the primary account was 12, 20, 6, 10, and those locations didn't exist in the ice locations table. It almost sounds like those could be warehouses, but they didn't exist in the warehouse table.",93,reporting a data inconsistency issue
"All right. Let me... [indecipherable] a Verizon call, and I don't know if I have all the emails that he had requested, all the special warehouses. Let me see if I can find that. Grapevine, and [indecipherable] , and there were a couple others. I think that...",47,expressing uncertainty about information availability
"I've monopolized the time [indecipherable] , but I think that's pretty much all I had.",-1,wrapping up update
32] [pause],0,noise
"We don't have to go into detail on this, but [indecipherable] said to try to work those shipments, and I don't know if you saw the email. Today at 11:00 AM Eastern Time. Would have been 10, 11. Go into it now, [indecipherable] .",47,expressing uncertainty
What is the problem of the shipment? What exactly was in the email? I can probably find it...,47,requesting clarification
The shipment of...,47,noise
19] [crosstalk],0,noise
Is this the one about the projects?,48,seeking clarification
You're cutting out. Or I am.,-1,noise
Sorry.,21,expressing apology
"No, go ahead. You were cutting out, I couldn't hear.",-1,requesting clarification
Is this the one about the projects being wrong on the shipments?,48,asking for clarification
Yeah.,1,expressing emotion
"We were just looking at that before we got on the call with you guys, so I should be able to give you an update tomorrow once we finish looking at it.",-1,promising an update tomorrow
Thanks.,24,expressing gratitude
Sure. Is there anything else?,-1,requesting additional input
47] [pause],0,noise
"No, not here.",-1,noise
No.,1,noise
"All right. Thanks, everybody. We'll talk to you guys later.",43,closing the meeting
Thank you. Bye.,9,closing the conversation
DJ seems peppy.,12,expressing emotion
"Is it her Friday, too?",28,asking about schedule alignment
07] [laughter],0,noise
...or that is doesn't allow remote connections -- which I has up until now -- or that it can't connect to the server. What the heck?,-1,expressing confusion
[0:09] This computer may not have connectivity.,-1,reporting a technical issue
[0:20] . Susan? Anyone want to put board up?,-1,requesting action
I can't get connected to my computer to get the board up.,-1,reporting a technical issue
You can Google. You can Google.,-1,noise
"Well, my board's up.",94,reporting status update
"OK, well, call them out. What do they got [laughs] ?",-1,requesting information
I'm inside updated [indecipherable 00:40] inventory search.,-1,working on a task
"Still working on that, Adam?",-1,inquiring about task progress
I've worked on it a tiny bit yesterday.,-1,reporting progress
Most of you time was spent on...,-1,expressing confusion
"Other things, and including the remote. I had received messages are now coming in from [indecipherable 00:57] ...So, I had a bunch of those. This is [indecipherable 01:02] screen. I got it down, from 203, I got it down to 60, that they're going to have to look at.",-1,providing progress update
That's good. You got rid of the stuff that they need to be concerned about.,-1,providing positive feedback
"Just as long as there's [indecipherable 01:13] have to see [indecipherable 01:13] , we can give them an update on that this morning. They need to look at those 60 that are left, because they can't [indecipherable 01:20] FTR serial numbers. [indecipherable 01:24] .",51,noise
24] [crosstalk],0,noise
"Patrick, if you launch the [indecipherable 01:30] .",16,noise
"before [indecipherable 01:33] follow it again, hours of testing [indecipherable 01:36] [1:30] .",16,noise
40] [laughter],0,noise
Can we get it on the Internet at all?,-1,inquiring about deployment status
"OK, Grady's got generate report data.",-1,reporting task assignment
"I'm still working on that. I've got to update [indecipherable 01:50] out, and couldn't touch TFS. I'll update LCAM.",-1,working on a task
Who's next?,-1,requesting speaker turn
"Kevin and Drake's got modify the retail notifications that handle non-sterilized equipment, and to modify received equipment that handle non-sterilized equipment.",-1,describing task requirements
"In theory, [laughs] [indecipherable 02:17] this afternoon...",-1,noise
18] [crosstalk],0,noise
"I know, what's this ""in theory"" crap?",-1,expressing frustration
21] [laughter],0,noise
"So, you're making progress, though.",-1,acknowledging progress
Reboot.,-1,requesting system restart
"I don't have anything right now [indecipherable 02:34] , and Patrick has got break out bay audit details into their own page and grid.",-1,reporting current status
I'm plugging away at that.,-1,continuing current task
"And add duplicate H [indecipherable 02:47] description for older, unprocessed [indecipherable 02:51] .",-1,reporting a bug
"Yeah, those are all bay audit screen updates. I'm shoveling through them at the moment.",-1,working on a task
03] [laughter],0,noise
"I swear, that's weird. Shut that... [inaudible 03:07] that.",-1,noise
And new [indecipherable 03:10] update.,16,noise
"And Brian doesn't have anything? [laughs] He's afraid to try and break his stuff apart into tasks. I don't think he has any tasks out there, so they wouldn't show up on the board. He's being a bad boy [laughs] .",15,commenting on colleague's task status
And very silly.,-1,expressing emotion
He's usually my good one. The one that puts the tasks out there [laughs] [3:28] .,-1,expressing emotion
"""Brian's not doing anything!""",15,reporting lack of progress
35] [laughter],0,noise
"Try it now, Susan.",53,requesting action
Don't think I'm [indecipherable 03:41] .,4,noise
"I did want to bring up, while we're here...I keep looking up there for the time since it's not up. We do have some issues that probably are going to require a release to be fixed, so I don't know who has time to look at those issues [laughs] .",-1,reporting issues requiring release
Take the keyboard away from her!,-1,noise
Apparently Brian does.,15,expressing agreement or confirmation
Give them to Brian. He doesn't have a lot of work.,-1,assigning task to colleague
"[4:11] Yeah, it's all Brian. I sent that email out this morning. I don't know if you looked at it yet. You know that issue where I said it was weird on those ZFR's? There were two audit trail records that flipped it back. It's also doing it when they manually edit stuff on the edit assets screen.",-1,providing status update
Maybe I should have [indecipherable 04:39] these after all.,16,noise
"That's a problem, because they're editing it, and they're changing values, and then we're going, ""Nope!"" And putting them right back.",-1,describing a workflow issue
"47] That, to me, is a show-stopper type of an issue, even though the value is not horribly, horribly important. It's like parent amount position and parent [indecipherable 04:56] . Is this reverting back to amount position in a [indecipherable 05:01] in another location? And there was something else.",-1,reporting a critical issue
08] [crosstalk],0,noise
"Can I get rid of [indecipherable 05:10] ? So, I don't know. How do you all want to handle the things that are out there now that really need to be fixed? Because they don't have workarounds for them.",95,requesting guidance on handling existing issues
Fix them?,-1,requesting confirmation on fixing an issue
33] [crosstalk],0,noise
"Who's going to do the fixing and not do their one [indecipherable 05.37] stuff, is my question?",95,requesting clarification on task responsibility
[5:44] .,7,noise
[5:45] your desktop.,7,noise
I didn't do anything on my desktop.,-1,reporting no progress
49] [crosstalk],0,noise
...your desktop. Internet Explorer...,-1,noise
Tuesday. It does its normal reboot during the week. Is it Wednesday morning you come in [indecipherable 05:58] ?,-1,providing status update
58] [crosstalk],0,noise
Call [indecipherable 06:05] . That's what I do.,16,noise
"I don't need to go to TBS now, I'm just going to go and pull up those emails that have those issues that we need to decide.",-1,reviewing issues for decision-making
Mailed all those [indecipherable 06:18] .com.,96,noise
"Only three minutes, it's not worth it [laughs] .",-1,expressing emotion
Do you have the master [indecipherable 06:26] for Frontier on the share site?,-1,requesting information about file availability
"It's not on the share site, right now, because I've been trying to get it updated, so, it's just on our local machine. I'll copy it out there and tell you where it is. I'm going to send it out when I get through it, if I can ever flipping get through with it, if they will quit sending emails.",-1,explaining current status and next steps
"49] Actually, I'm cutting it off at this morning and trying to get the rest of them in there.",46,progress update
"Didn't you say [indecipherable 06:55] add it, it's 82, it's 85?",-1,noise
Yep. [laughs] What can I say?,10,expressing emotion
My God.,-1,expressing emotion
"Frontier would like that list too, but I'm like, being selfish and holding it all to myself.",-1,expressing humor about information sharing
"What is the saying? People don't know what's going on, they freak out. People know that they're going to die at a certain time they're OK.",-1,expressing opinion
20] [laughter],0,noise
Right! What is that phrase?,97,expressing confusion
I know all kind of phrases. I think you just made that up.,-1,expressing doubt
You've never heard that phrase?,97,expressing confusion
No.,1,noise
36] [crosstalk],0,noise
"That's true, I mean it's like the chaos. If people don't understand that there's chaos, they freak out. If people understand that it's chaos, and it's organized chaos, they're OK with it.",-1,expressing opinion about project state
I believe that.,49,expressing agreement
53] [crosstalk],0,noise
Are you saying me sending out the list is that we make it organized chaos?,-1,seeking clarification
That's perfect. I know my issue has been recognized.,-1,acknowledging issue recognition
"Well, that's what I was trying to give them. It's like, I'm not ignoring these. I've got them on the list. Some of them I've got on the list because we still need to research them, because I don't know if they're an issue or not, or it's just something that they did wrong, then I need to tell them here's the correct way to do that.",-1,explaining task status and next steps
21] [crosstalk],0,noise
I dare you one day to just kind of add a fourth digit to it.,-1,suggesting a feature enhancement
1268 [laughs] .,-1,expressing emotion
[8:32] frame.,7,noise
I was going to say like a million [indecipherable 08:34] 73 years old.,-1,noise
"Even worse, really high. See if anybody notices. I might do that, now that you said that [laughs] . Whenever I get to the 90s, instead of it being issue number 90 it will be like 92. [laughs] Or something.",-1,expressing a plan to manipulate issue numbering
53] [crosstalk],0,noise
700,-1,noise
56] [laughter],0,noise
Just start going backwards. This is issue number two on the list or make it three.,-1,planning task order
"In one of them I sent out, I don't remember if I left it or not, but I had put on there, that the issue number does not indicate priority, [chuckles] because it doesn't. When I say it's issue number 88, that doesn't mean anything except that I have it on this list.",-1,clarifying issue numbering meaning
"When [indecipherable 09:24] will see that list to Jim and he'll go, ""Um, well, uh, [indecipherable 09:30] 90 or?""",-1,noise
30] [crosstalk],0,noise
31] [laughter],0,noise
"Welcome to the dark side, Kevin. ",11,expressing emotion
"Hold on, Jim's calling into the meeting here.",8,indicating interruption
42] [crosstalk],0,noise
I'm going to hang up on you and call in to the call.,50,informing about call reconnection
"OK, be nice to Jim.",8,expressing a social reminder
52] [laughter],0,noise
He's throwing me under the bus now.,98,expressing emotion
You too.,-1,noise
Bye.,9,noise
Bye.,9,expressing emotion
The three of us we're over to where we were.,-1,unclear statement
05] [crosstalk],0,noise
"I don't have any, Grady.",22,no issues to report
"I wouldn't let you back, I'd [indecipherable 10:11] if you did.",-1,noise
12] [crosstalk],0,noise
It's been too hot today for a sweater.,-1,expressing emotion
"Hi, who's on the call?",13,inquiring participant identity
Jim's on.,8,noise
Kathy Deacon.,56,noise
Cindy [indecipherable 10:30] .,-1,noise
34] [crosstalk],0,noise
Do we have anything?,19,requesting status update
Just a quick update on...,-1,providing a status update
"Hi, who just joined?",13,greeting and checking attendance
It's Kevin.,11,introducing oneself
"Hey, Kevin. Yesterday Shield started sending receive equipment, notifications back to LCAM. Adam was looking at that. There are about 60, that were in the SEC stream, that we need you all to look at because they came across and got an SEC error.",-1,reporting an issue with data stream errors
"The only error that's showing up right now is the [indecipherable 11:15] Not Found, so we need to track down exactly...",-1,reporting a bug
"20] Some of that may be fallout, some of it may not. I've spot-checked several other and they weren't fallout so far, so there's this new [indecipherable 11:27] to us. We need to figure out where that equipment's coming from or that [indecipherable 11:32] , may just be something we didn't have previously.",99,investigating issue sources
"It was not fallout, and it was not in the CL model. I know I spot-checked one yesterday. It was truly a [indecipherable 11:48] that we didn't receive from you all to import, and it didn't fallout, because we never received it. I don't know if they're all bad, but...",99,clarifying issue with missing data
"We'll check them. I'm not going to say this is the problem, but there's a barcode, that Nortel that we've always accepted, the 12th of character NNTM. There must have been a new person at the warehouse.",-1,speculating on potential issue
"15] They've replaced them with the new FTR one. I don't know if that's it. It's happened before, that they hire somebody new, they don't have the [indecipherable 12:28] receive [indecipherable 12:29] .",51,reporting an issue with new personnel integration
29] [laughter],0,noise
Most of them are FTR-type hands,-1,providing task status update
"That might be one reason, but we'll give you the official answer after we check.",-1,promising to verify information
So far we've received about 203 Received Equipment and 60 of them fell out with Did Not [indecipherable 12:49] at this point.,-1,reporting progress on received equipment
That was the only update we had for you all this morning. Do you all have anything for us?,19,requesting updates from others
57] [pause],0,noise
"We're working on...Last night we were talking about the ship via CLLI codes, that starts with SA-type T [indecipherable 13:14] , the dimension was 500 some.",-1,providing project update
"21] We're working, [indecipherable 13:22] to see what would be a report that would be good for us to go through. We'll get that figured. ",-1,planning data report
"Kim wanted to talk about those fallouts, try to do it as a group, so we're not having any conflicts. We can work definitely on that. I don't have anything else.",-1,proposing group discussion to resolve conflicts
Anybody else have anything?,52,requesting additional input
"Susan, I sent you an email and got you [indecipherable 14:15] call.",-1,notifying about email and call attempt
"I probably haven't seen it. I have problems logging into my computer from the conference room this morning. If you sent it in the last 30 minutes, then I haven't seen it yet.",-1,reporting an access issue
"I've got it, DJ. We don't have anything else, so wait for the other caller to go over it now.",100,waiting for input from another participant
Is Drake with us?,101,inquiring about participant presence
"Are you asking if Drake is here? Yes, he's here.",101,providing information
OK. We wanted to talk about two changes that were made to CTDI interface.,102,initiating discussion about changes
Do we need to be here?,103,questioning meeting necessity
You don't have to stay.,-1,giving permission to leave
We had some questions. We're trying to understand...Let me just pull it up.,-1,expressing uncertainty and preparing to clarify
Can you see if Daryl is available?,-1,requesting availability check
"I don't have it on hand, but I can get started. Drake, we were on that call with Mike [indecipherable 15:25] . Remember, he had that flowchart of the interfaces between Infinium and CTDI, and LCAM and CTDI. You had identified two features or code changes that were outside the scope of the project. One of them was, where a part number and/or VIN changes.",102,referencing previous discussion and project scope
Yep.,1,noise
The other one was the nightly snapshots to check that we're all in sync.,-1,reporting progress on synchronization tasks
Yes.,1,expressing agreement
"Correct? OK. The first one...I took notes, plus I double-checked the CTDI. We were under the impression, for those MRs, the finance issues and whatever the MR, that those could be worked through the existing code of send and receive. I was a little confused why that would be outside the scope.",-1,expressing confusion
"26] Then the second one -- I thought, my notes were -- that LCAM agreed to just send a file [indecipherable 16:37] , like on an FTP server each night. Is that true?",51,asking for confirmation
"We hadn't decided. It could either be a service or a file, depending upon the size of that file, how much data...",-1,discussing implementation options
"Were you sending it to them, or they were sending it to you?",-1,requesting clarification
"No, we were creating, depending on which way we were doing it. If we create a service, they would pull it whenever they wanted. If it was an FTP, then we would send it to them or put it on the FTP site, daily or however often it was run.",-1,explaining data delivery methods
"To tackle the first one, first. You're saying that Mike suggested to use existing interfaces, is not appropriate or what...",-1,seeking clarification
The existing interface doesn't change part numbers now. We would either have to change the existing interface to make it change part numbers -- which is not what the interface is designed for -- or we create a new interface to allow them to change part numbers. That's all they're doing with it.,27,explaining design options for interface modification
"59] Either way, it'll be a change for us. It is not like we could just allow them to send it to the existing interface and it'll change the part with what they want.",27,explaining a technical constraint
Wasn't that a two part thing? One with...,-1,expressing uncertainty
"Yeah, part or a serial number. VIN number.",-1,providing clarification
"OK, but short of changing the part number, I thought the MR, the old part number would go out and the new one would come in.",27,clarifying a process or behavior
"Yeah, that's...",-1,noise
Would that really...?,-1,expressing confusion
We seem to have one that's still bringing back in...,-1,reporting a bug
"We're just trying to make sure, before we accept the digital feed that.",-1,clarifying requirements
We still wouldn't change that.,62,expressing status quo maintenance
We might need an expert. We're a little confused.,-1,expressing emotion
"Their proposal was to send it out as one part number and then we would send another message, have it coming back in as a different part number. Still, the code doesn't change the part number when it comes in, it [indecipherable 19:03] that VIN and moves that VIN where it needs to be. It doesn't change the base equipment on that, that VIN.",27,explaining current system behavior
[19:13] It wouldn't be treated like take the old one out and replace it with the new one?,-1,asking for clarification on process
"No. Basically it would [indecipherable 19:25] no change, the way they're saying to do it now. So like I said, it's either change that interface, or create a new interface.",60,discussing interface changes
A new interface is safer. It's a safer way to do it.,-1,explaining a design decision
"Yeah, because I don't think you want to change the part every time you get something in, because we wouldn't have any idea whether this was a part change or it's just receiving something in.",-1,expressing concern about process changes
I've got to see. Mike was thinking that those would be treated as two separate records. ,70,discussing data handling approach
"I hear what you're saying. We have a whole record leaving and a whole record coming in. To me, it would be changing the VIN.",-1,providing technical clarification
But you have to find it.,-1,requesting action
[20:23],7,noise
"The other one, [indecipherable 20:30] would it be something we could do? Just run a query and let them pick it up? Isn't that all you're doing?",-1,asking for clarification about a task
Yeah.,1,noise
Have your part number and quantity. I just don't know why that would be such a significant code issue.,-1,requesting information
49] [crosstalk],0,noise
We said it was three points.,104,confirming task estimation
The whole thing?,-1,seeking clarification
No. Three points for each of them.,104,expressing information
 Don't look at me like that. I didn't make the query.,105,deflecting responsibility
I didn't make it either. I didn't make the query.,105,reporting incomplete work
[21:00] until now.,-1,noise
"You can write, if you want to. Have Kim or Edward or someone write that query to do it, that's possible. Otherwise, like I said we create another service [indecipherable 21:22] or just sent it through with ITP.",-1,suggesting task delegation
"DJ, do we have enough for now? I guess I don't...",100,expressing uncertainty
Because we're not just pulling a query...,-1,explaining a process
37] [crosstalk],0,noise
...with what we do.,-1,noise
"On the second one, I think we talked about, you wouldn't want an audited adjustment anyway, right?",-1,seeking confirmation
54] Jim. Right.,-1,noise
We want [indecipherable 21:58] .,6,noise
"But second, yes, there is a discrepancy. We were going to keep that manual anyway, correct? I think even Mike agreed.",106,confirming agreement on documentation approach
